binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,corr_feature_class,outliers 1,multicollinearity 1,pd qcut3,pd qcut1,target,informative_2,correlated w target 1,correlated w target 2,informative_1,uniform corr 1,random choice 2,multicollinearity 4,outliers 2,multicollinearity 3,multicollinearity 2,random label num 12,uniform corr 2,random choice 7,class,scaling_combined,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,random choice 4_North,random choice 4_South,random choice 4_West,random label num 4_label num lo 2,random label num 4_label num lo 3,random label num 4_label num lo 4,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2
0,0.52,0.002,0.001,0.001,0.302,0.56,0.001,0.012,0.001,0.5549418429958741,-5.275177846048345,-0.9998845142434923,0.606,0,1.4902846231827178,0.6640066001907508,-7.8871237157867045,3.8429475416048207,0.5210909070320509,0.002406675040499639,0,-2.669447751305137,-5.375314849627513,-1.9836619256306849,-1.9135677072588342,0.093,0.030979400788619937,0.134,1.0,63561.78131971916,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.52,0.001,0.001,0.001,0.302,0.56,0.001,0.019,0.001,-8.382784263630302,-5.275177846048345,0.47258872366347576,0.606,0,2.077177886048961,1.0453063757400651,-7.8871237157867045,-8.828360424519191,1.298410809303382,0.6814381348584528,1,0.5591100666828295,4.578555358608521,0.8666344685263895,0.6790805143792648,0.072,0.508498558750488,0.194,1.0,21851.97340965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.007,0.001,0.001,0.001,0.56,0.001,0.013,0.001,-8.382784263630302,-0.6270571337393834,-3.353169868337258,0.606,0,-0.04039569818845051,-0.21730425574735168,2.7793780754578252,-2.042357554586376,-0.6860766332166293,0.13612601181424233,0,0.538062265959426,-5.375314849627513,0.6084735657148705,0.3199540671028155,0.072,0.16162932511033495,0.14,0.0,21851.97340965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.52,0.004,0.001,0.051,0.302,0.56,0.001,0.012,0.001,-8.382784263630302,-5.275177846048345,0.7788359024376399,0.098,1,5.165736554096395,2.7119608896597107,-7.8871237157867045,1.8660085802442858,2.9251395877620867,0.5647670853973802,0,-0.17148942621838723,-5.375314849627513,-0.25960408194038737,0.006360210827322976,0.087,0.7008301563772383,0.194,1.0,21851.97340965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.004,0.102,0.001,0.001,0.56,0.103,0.012,0.001,-8.382784263630302,-0.045321376186077164,-1.8940111021944714,0.098,1,3.1919319238247565,1.646367141258015,1.9150324073436233,6.127336721413912,1.882030027039841,0.9929014298141821,0,-0.08263662416914609,4.615320274338709,-2.5794444396594747,-1.7724420975140591,0.087,0.8996321973420698,0.14,1.0,54734.49611622143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.52,0.001,0.001,0.001,0.001,0.001,0.001,0.012,0.001,-8.382784263630302,-0.9149526517546269,-0.11190063288628499,0.606,0,2.16415341226954,1.0474848470309324,-7.8871237157867045,-3.120602098315722,1.0198391116840506,0.5698591724048538,1,-0.9648549641916627,0.8432135308837325,-0.9246572227549187,0.5387240442648346,0.095,0.9734151902305104,0.134,1.0,21851.97340965,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.52,0.008,0.001,0.001,0.302,0.56,0.001,0.021,0.148,4.7212073455661505,-0.6281497513083283,0.431128972749766,0.606,0,-1.5917313144198164,-0.8983006964065531,4.3850746537857255,-0.5417486170744197,-0.3714869425311782,0.5698489007404269,0,-1.4316459579767788,-5.375314849627513,-2.006133610604892,2.02768272898791,0.095,0.3838749414826518,0.134,0.0,46091.64076386157,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.003,0.002,0.001,0.001,0.001,0.56,0.103,0.171,0.148,-8.382784263630302,-5.275177846048345,-0.9670714373340669,0.098,0,4.171443967670781,1.5115778404585067,1.7977677188001036,2.143375728508951,-2.409975872086312,0.8566261711544578,0,0.506937005411621,2.4901814731892764,-2.5794444396594747,-1.1037916938385846,0.091,0.8546628678239806,0.14,1.0,69547.05757586673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.52,0.003,0.001,0.001,0.001,0.56,0.001,0.014,0.001,-8.382784263630302,-5.275177846048345,1.176660002376461,0.606,1,1.0711718257205494,0.4724066441252236,-7.8871237157867045,-2.2597996827100078,0.5508509886724762,0.8060550733272763,1,-0.7359417731530834,-5.375314849627513,-0.6102976787325644,1.4913893079310108,0.086,0.38946133863343424,0.194,0.0,21851.97340965,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.001,0.002,0.001,0.001,0.302,0.56,0.001,0.015,0.001,-0.7635307153260507,-5.275177846048345,-0.509546768847024,0.606,1,4.663571335859559,1.8961937668539977,-7.8871237157867045,3.773822033521294,-1.287894198500732,0.18457746619762028,1,-0.43651377415029563,-5.375314849627513,0.37129323710995166,-0.38357750918837763,0.072,0.832257744063962,0.134,1.0,48773.491519284944,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.006,0.004,0.001,0.001,0.001,0.56,0.002,0.01,0.001,6.530606577592091,-5.275177846048345,1.3783824624315975,0.095,0,-0.05917940201608718,-0.41349414144382024,-7.8871237157867045,-2.6878410623616746,-2.044462049230024,0.16505333344245204,1,-2.669447751305137,-5.375314849627513,-0.958419810043124,0.30854832729299825,0.072,0.40598340278809797,0.142,1.0,21851.97340965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.52,0.004,0.001,0.001,0.302,0.56,0.001,0.01,0.001,-8.382784263630302,0.2143680242789433,-3.353169868337258,0.606,0,-2.385582206089156,-1.3398820467032777,-7.8871237157867045,-2.1282660952925503,-0.8852896287436569,0.1761630275020608,0,1.2730664412105237,4.649979898126815,0.7248457010144908,-0.3625109644381702,0.095,0.31938331606909665,0.134,0.0,61301.15243451842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.52,0.01,0.001,0.001,0.302,0.001,0.001,0.02,0.001,4.261883973868564,-5.275177846048345,-3.353169868337258,0.606,0,2.0071546527859363,0.9747731471654596,0.41660726752616917,-0.9349142909965296,1.0241831340573713,0.8467965573902845,0,1.697602009610766,-5.375314849627513,-2.5794444396594747,0.5070270546313826,0.07,0.7618102142367136,0.118,1.0,21851.97340965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.52,0.002,0.001,0.001,0.001,0.56,0.103,0.171,0.148,-8.382784263630302,-5.275177846048345,-0.5312113622809221,0.606,0,-1.796914443713002,-0.5603828863589755,1.187931769145948,3.860048917621393,2.772118783740503,0.36222628089611253,1,-2.669447751305137,0.5763797531628496,0.5518743195781786,-1.3433977382484015,0.08,0.3529992467728704,0.134,0.0,49368.14816925646,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.004,0.01,0.001,0.001,0.001,0.56,0.001,0.014,0.001,2.9887216934936625,-5.275177846048345,-0.4392985057093238,0.098,1,5.725060088355324,2.9689279268649393,-7.8871237157867045,2.088965520054872,2.894620275821785,0.9656165265467425,0,0.6597031220620166,0.9302196514224468,0.6991961804679483,0.4226988324989717,0.095,0.9589590453251527,0.134,1.0,46316.232213331205,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.52,0.001,0.001,0.001,0.001,0.001,0.001,0.018,0.001,-0.6388660654154634,-5.275177846048345,-3.353169868337258,0.053,0,-4.94606867736609,-2.6249741737657706,-2.087317267712493,-3.3820602483277593,-1.5337204517022132,0.01129699756301318,0,-1.0658399640562397,0.29392513970857115,-1.0917098226377058,0.09498592015556852,0.095,0.19066568987970967,0.134,0.0,21851.97340965,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.52,0.001,0.001,0.001,0.001,0.56,0.001,0.012,0.001,7.9341231943711765,-5.275177846048345,-1.0135601723698884,0.095,0,0.07126907475273472,-0.06760796056650875,-7.8871237157867045,0.4665870855132229,0.02098191690910778,0.1102821040867587,1,0.0820906263311041,1.6992226423937027,-2.5794444396594747,0.3479389457515887,0.093,0.14341971629975436,0.14,1.0,21851.97340965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.52,0.005,0.001,0.001,0.001,0.56,0.001,0.171,0.001,2.0124439379828183,-5.275177846048345,-0.7073429380403993,0.606,0,-2.939031799307607,-1.2217076521647443,-0.36956204311732455,-8.828360424519191,1.8443231378056928,0.06814300632823418,0,-2.669447751305137,1.9659918735039978,-2.5794444396594747,-0.5733596663122393,0.087,0.3594802222244834,0.194,0.0,21851.97340965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.002,0.001,0.001,0.302,0.001,0.001,0.01,0.001,3.5039615712594347,1.0487504472989113,-3.353169868337258,0.606,1,1.9721758144260035,0.961774366183153,4.066329143438098,0.5446660656363841,1.0483525417087796,0.7555957407675651,0,1.3472298964296434,-5.375314849627513,1.9079805587282177,0.16574104053080974,0.091,0.0006660815393358741,0.118,1.0,50022.063782343634,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.002,0.001,0.001,0.001,0.56,0.001,0.012,0.001,-8.382784263630302,-0.23853059935163848,-3.353169868337258,0.102,0,-2.4120682514447593,-0.8989091039422038,-7.8871237157867045,-8.828360424519191,2.4004610305674445,0.5762912047911876,1,-0.24878119567165907,0.18934731258981152,-0.23188277968589166,-2.0425308452982613,0.079,0.24343862177085818,0.118,0.0,71210.32134570726,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.001,0.001,0.001,0.001,0.56,0.001,0.015,0.001,-5.915337094715011,-5.275177846048345,-0.018033881983868412,0.102,0,-1.479837561849778,-0.9198365268034259,-0.4232738913543489,-8.828360424519191,-0.9062701513138482,0.09348472835340083,0,1.5684333725055082,5.672922727372313,1.8182480432845298,-0.5900596277908436,0.091,0.2929426420614709,0.118,0.0,79481.44920408189,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.004,0.102,0.001,0.001,0.56,0.001,0.012,0.001,3.98069252507684,0.39233811297479193,0.0222913555788603,0.102,0,-1.719440301667864,-0.812080630970504,-2.909715823136028,1.0826421028914488,0.6856439278887565,0.40321670915088204,1,-0.32068388845254814,1.924881248345475,-2.5794444396594747,0.5431306467021125,0.086,0.6685612102228589,0.134,0.0,21851.97340965,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.52,0.003,0.001,0.001,0.001,0.56,0.001,0.012,0.001,-8.382784263630302,-1.2538504583931882,0.3326392396907968,0.095,1,0.42281822091030685,0.08777843129015706,-7.8871237157867045,-8.828360424519191,-0.042585889530903476,0.5792694827196454,0,0.1582754015845656,-5.375314849627513,0.9005671103325825,-0.28502817706252914,0.07,0.4815971876526483,0.142,1.0,21851.97340965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.52,0.008,0.001,0.001,0.302,0.56,0.001,0.012,0.001,7.27607648488698,-5.275177846048345,1.057203320274906,0.606,0,7.08299431672875,2.995192146813761,5.907990705896221,5.956691174904989,-1.5108282778358584,0.7632884994762881,0,0.14411616104949138,-5.375314849627513,-0.6168297732447107,0.8310371503630543,0.077,0.9336995559854409,0.134,1.0,21851.97340965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002,0.001,0.001,0.001,0.001,0.56,0.002,0.021,0.001,0.7429200666134979,-5.275177846048345,-3.353169868337258,0.606,0,-0.13991053620578175,-0.2932547227154315,-7.8871237157867045,-3.518014595656374,-0.899755982803224,0.09843306644412586,0,1.1316035976369025,4.907894178159612,0.7355353104809952,0.7706462121662442,0.078,0.3598594657602176,0.14,0.0,59822.06603076888,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.02,0.001,-1.0647900137886697,-5.275177846048345,-0.22113831854672256,0.053,0,-5.22805519092952,-2.760416315820616,-7.8871237157867045,-3.1659326945605764,-1.561028039293678,0.04532983391985601,0,-0.15931215899019005,-5.375314849627513,-0.18418168548392572,-0.6971856555722575,0.078,0.1941913960784571,0.194,0.0,21851.97340965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.52,0.004,0.001,0.001,0.001,0.56,0.001,0.014,0.001,2.4998128385773146,0.6734912771423868,0.06000898684494336,0.606,0,1.388270723536752,0.656203460639147,-7.8871237157867045,2.4952088323822528,0.8097918273664589,0.7855780936032337,0,1.5210674222650444,-5.375314849627513,-2.5794444396594747,0.5686114051024327,0.08,0.4809170618678893,0.14,1.0,21851.97340965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.005,0.01,0.001,0.001,0.001,0.56,0.001,0.021,0.001,-2.89904186659098,-5.275177846048345,-0.8255909581844307,0.046,0,-3.0152134439179354,-1.2469570718594878,-7.8871237157867045,-1.3110486410359194,1.9191488524234055,0.07147793008555889,0,0.5749030985294963,1.3689087514849403,0.2367638149762931,0.4632078470738323,0.095,0.008433752201623344,0.118,0.0,41826.14739054834,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.005,0.001,0.001,0.001,0.001,0.56,0.001,0.01,0.001,-8.382784263630302,0.07205642102980195,-0.9945061439213615,0.102,0,-1.3815935095268763,-0.7309448849904976,-2.0888926481870422,0.9788919805848662,0.13029209697270694,0.41327407177040915,0,-1.566188002490803,2.1946095739134286,-1.4438576178959133,0.3732395208577862,0.078,0.24044738455660308,0.134,0.0,55213.72624118902,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.52,0.009,0.001,0.001,0.302,0.56,0.001,0.017,0.001,-8.382784263630302,-0.7667601895007146,0.08529606410513009,0.606,0,1.3759183149321608,0.5587087380473019,-7.8871237157867045,1.5642128758678844,0.14496917450032587,0.002406675040499639,1,-0.24296354817483354,-5.375314849627513,-2.5794444396594747,-1.4022623747665282,0.077,0.0006660815393358741,0.118,1.0,21851.97340965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.52,0.008,0.001,0.001,0.001,0.001,0.001,0.013,0.001,-8.382784263630302,0.0021723316460384536,-3.353169868337258,0.606,1,0.5943279948739858,0.11493125818958094,-7.8871237157867045,-1.8099663320340476,-0.42624557298219345,0.002406675040499639,0,-2.669447751305137,4.158100054435284,-2.5794444396594747,-0.5496503186500725,0.086,0.19999864868993944,0.134,1.0,42835.63258934328,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.006,0.003,0.001,0.001,0.302,0.56,0.103,0.171,0.148,-8.382784263630302,-0.6348891683302279,0.7484549114202441,0.102,0,-1.4191389312861908,-0.4450183091822124,-7.8871237157867045,0.30613676371036935,2.329717580598092,0.1332576750636001,1,0.6285979348298162,-5.375314849627513,0.9437086148056781,0.40393461046174145,0.092,0.24241948240641847,0.194,0.0,21851.97340965,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.52,0.01,0.001,0.001,0.001,0.56,0.001,0.017,0.001,2.384597919472551,-5.275177846048345,-3.353169868337258,0.606,0,4.109205757904186,1.512194632326083,-7.8871237157867045,1.210842240678914,-2.1948657473081274,0.9694784170586107,0,-2.669447751305137,-5.375314849627513,-1.316154284776237,0.7131490519985869,0.077,0.359121855999897,0.138,1.0,65097.94424989089,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.52,0.012,0.102,0.001,0.302,0.001,0.001,0.014,0.001,-8.382784263630302,1.1738611999999173,-3.353169868337258,0.606,0,5.267486574858544,2.123718114410471,-7.8871237157867045,3.53640969686085,-1.6827267296424382,0.8988978216375905,0,0.41250508773689054,-5.375314849627513,-2.5794444396594747,-1.0876346773400147,0.077,0.7883645310572267,0.134,1.0,21851.97340965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.018,0.001,-8.382784263630302,-0.03788931495892898,1.4639981370633184,0.606,0,-2.0652215127177107,-1.0880569766875943,-7.8871237157867045,-7.729349516479939,-0.1443286617608046,0.15359948708402216,1,-2.669447751305137,-5.375314849627513,-2.5794444396594747,-0.2074998735412158,0.093,0.14728366684926747,0.14,0.0,35033.69605484542,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.002,0.003,0.001,0.001,0.001,0.56,0.001,0.171,0.001,4.299479070124705,-5.275177846048345,1.0519920770649656,0.606,1,1.1786108264025483,0.5716866557157456,-7.8871237157867045,1.7630734201089018,0.906801029755135,0.1335300419578705,1,1.8492495763262027,-5.375314849627513,-2.5794444396594747,0.4418400834685949,0.078,0.2674307729336507,0.118,1.0,51537.686894668834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0.52,0.002,0.001,0.001,0.001,0.56,0.001,0.015,0.001,-8.382784263630302,-5.275177846048345,0.46822547252460367,0.606,0,1.161883476541389,0.5445669500931893,4.174234573463999,0.6172962223715246,0.7668533812999103,0.8380829945443538,1,-2.669447751305137,-5.375314849627513,1.7209591409485936,1.581475710069603,0.08,0.45923546345104516,0.142,1.0,21851.97340965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0.006,0.004,0.001,0.001,0.302,0.001,0.001,0.008,0.001,-8.382784263630302,-5.275177846048345,-3.353169868337258,0.102,0,-2.321424547727068,-1.041849105036455,-7.8871237157867045,-1.8316361709263116,1.0576760656314912,0.6743156244690349,0,-2.669447751305137,4.865314234935324,0.7379200909156082,-1.851373240021057,0.091,0.16082701293200435,0.134,0.0,21851.97340965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.002,0.012,0.001,0.001,0.001,0.001,0.002,0.021,0.001,1.9925386225756216,-5.275177846048345,-0.8200529901512724,0.046,0,-2.5696236909455057,-1.460128564790036,1.7895024949801939,-1.1920169393961886,-1.1339476976604566,0.04060970988157967,1,1.0657949817856465,1.6107535495975376,1.2183679857429783,-0.7126260817448129,0.093,0.06237300620414515,0.138,0.0,21851.97340965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.52,0.002,0.102,0.001,0.001,0.001,0.001,0.013,0.001,0.47257119836644046,1.0410903089804737,-0.5341473021109381,0.095,0,-0.6928203514668745,-0.5389624776428736,-7.8871237157867045,0.3380024439352625,-0.8093376111763627,0.9317689740929735,1,-0.042397164026753656,-5.375314849627513,-2.5794444396594747,-0.29672673255077775,0.077,0.614834668529037,0.14,0.0,21851.97340965,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.007,0.001,0.001,0.302,0.56,0.001,0.01,0.001,-8.382784263630302,-5.275177846048345,-0.6174332435117789,0.046,0,-3.0081229416101323,-1.2472171113368977,2.6329279382131263,1.0749828527215088,1.8932669458344986,0.02563261547065802,0,-2.669447751305137,1.7924563847144979,-2.5794444396594747,-1.7897795708048032,0.087,0.3812632351151392,0.118,0.0,44843.90073682218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.52,0.002,0.001,0.001,0.001,0.001,0.001,0.009,0.001,-8.382784263630302,-5.275177846048345,-0.8635776613445105,0.095,0,-1.0598055849269172,-0.5200528759294801,-7.8871237157867045,-3.3396465890028817,0.5697455537949618,0.24808629731281412,0,2.6471730462569965,-5.375314849627513,2.100513049969077,-0.2676658369310291,0.095,0.7269034184382765,0.194,0.0,36416.20512642019,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.001,0.001,0.001,0.302,0.56,0.001,0.171,0.001,1.8905278579389464,-5.275177846048345,-0.696622703404075,0.606,0,3.11600406435852,1.180678340493937,-7.8871237157867045,3.7820542213267827,-1.2362469774398837,0.38535930780854055,1,-2.669447751305137,3.843589240921757,-2.5794444396594747,-0.4753664312557267,0.095,0.9293385128991685,0.118,1.0,21851.97340965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.52,0.012,0.001,0.001,0.001,0.001,0.002,0.015,0.001,4.122332278028205,2.2815431015779537,-0.6530353632822542,0.606,0,-3.3689716389187483,-1.8636074668229266,-4.0993859153693295,-1.01422783018689,-1.3529848014549868,0.05871695553562146,1,-2.669447751305137,-5.375314849627513,-1.9430457440176683,-0.8913562992117179,0.078,0.46355313685299165,0.14,0.0,39833.89781469741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
